SKUCode,Priority,Demand,GT_Inventory,Planned_Units,Gap,Fulfillment_Pct,Status,CycleTime_min,Eligible_Machines,Presses_Needed,Skip_Reason
1325217514082HURL2,5.0,11673,0,11674,0,100.0,FULLY MET,15,82,1.96,
1225170015012LSTL0,4.078871642589944,24347,395,24375,0,100.1,FULLY MET,31,71,8.45,
1325214813075SUNE1,4.076458013340683,20478,227,20492,0,100.1,FULLY MET,15,86,3.44,
1D25213812090FXPC0,4.042841333396347,18856,255,18710,146,99.2,PARTIAL,17,43,3.59,
1D25212812086FXPC0,4.039142405888011,18964,332,19147,0,101.0,FULLY MET,19,37,4.04,
1D25212812074FXC10,4.03291929537957,13272,331,13196,76,99.4,PARTIAL,18,43,2.68,
1325219416089HRHE0,4.024217682057079,9349,0,9350,0,100.0,FULLY MET,16,82,1.68,
1225221715115SSTL0,4.023683107682023,10770,158,10770,0,100.0,FULLY MET,30,71,3.62,
1225223516121PSKP0,4.021375037406819,9202,153,9320,0,101.3,FULLY MET,27,56,2.78,
1D25215Z13008QXPC0,4.015487567769747,7740,0,7740,0,100.0,FULLY MET,20,119,1.73,
1325119815106QBRQ0,4.011821348565372,3374,70,4130,0,122.4,FULLY MET,29,71,1.1,
1225170015010LSTL0,4.009167960591903,2972,113,2977,0,100.2,FULLY MET,31,71,1.03,
1325213615099MSXT0,4.008926854107322,2805,0,2806,0,100.0,FULLY MET,16,75,0.5,
1325213612065SULX1,4.003150575235382,60,131,60,0,100.0,FULLY MET,16,75,0.01,
1225121716010SXC10,4.0027959361545085,1696,0,1696,0,100.0,FULLY MET,15,56,0.28,
1325218515088HTMX0,3.031926253728012,9119,136,9120,0,100.0,FULLY MET,16,82,1.63,
1325215813079STMX0,3.021286701643309,8313,15,8316,0,100.0,FULLY MET,16,129,1.49,
1325221416095VURL0,3.0207554720511554,1115,51,1116,0,100.1,FULLY MET,16,108,0.2,
1325223517104HRHT0,3.010949287449822,3909,38,3946,0,100.9,FULLY MET,19,82,0.83,
1325216814085TURL0,3.0094373252748725,4297,0,4298,0,100.0,FULLY MET,15,119,0.72,
1325216514079TTMX0,3.0075578818564437,3249,0,3223,26,99.2,PARTIAL,17,82,0.62,
1325218614088HURL0,3.00478888503263,1426,0,1414,12,99.2,PARTIAL,17,125,0.27,
1325226517112HRHT0,3.004422693011223,3123,0,3098,25,99.2,PARTIAL,17,43,0.59,
1325220516095HTMX0,3.003558365148428,501,0,502,0,100.2,FULLY MET,15,82,0.08,
1325220515094VTMX0,3.0032578180200034,724,0,720,4,99.4,PARTIAL,18,108,0.15,
1325222417099HURL0,3.002901038443207,174,0,173,1,99.4,PARTIAL,17,82,0.03,
1325223916120QRAB0,3.001607200231301,1127,0,1128,0,100.1,FULLY MET,31,43,0.39,
1325217613082TUNE2,3.0005936750673454,2,185,2,0,100.0,FULLY MET,15,129,0.0,
1225219015008SLTB0,3.0004291557739347,260,0,260,0,100.0,FULLY MET,27,71,0.08,
1325222317101VUX10,3.0002470968180703,4,0,4,0,100.0,FULLY MET,16,82,0.0,
1325220515094VURL1,3.0001303899789797,93,1,94,0,101.1,FULLY MET,18,108,0.02,
1225222615008RXC10,3.0001280303035975,92,0,92,0,100.0,FULLY MET,27,82,0.03,
1225220Z16008RXC10,3.0000275131992646,20,0,20,0,100.0,FULLY MET,27,108,0.01,
1325214812074TUHL0,2.0351793898372623,21222,0,21190,32,99.8,PARTIAL,15,43,3.57,
