SKUCode,Priority,Demand,GT_Inventory,Planned_Units,Gap,Fulfillment_Pct,Status,CycleTime_min,Eligible_Machines,Presses_Needed,Skip_Reason
1325218515088HURL1,5.0,6840,0,6786,54,99.2,PARTIAL,17,112,1.3,
1325217514082HURL2,5.0,2142,0,2146,0,100.2,FULLY MET,15,82,0.36,
1D25213812090FXPC0,4.040789909788519,7255,255,7206,49,99.3,PARTIAL,17,43,1.38,
1D25212812086FXPC0,4.038906121462909,10453,332,10544,0,100.9,FULLY MET,19,37,2.22,
1D25212812074FXC10,4.0317291273066225,4493,331,4473,20,99.6,PARTIAL,18,43,0.91,
1325219416089HRHE0,4.023640092586509,1573,0,1574,0,100.1,FULLY MET,16,82,0.28,
1225221715115SSTL0,4.022485511521031,4797,158,4798,0,100.0,FULLY MET,30,71,1.61,
1225223516121PSKP0,4.021329671845328,3469,153,3516,0,101.4,FULLY MET,27,56,1.05,
1D25215Z13008QXPC0,4.014757925207688,1944,0,1944,0,100.0,FULLY MET,20,119,0.44,
1325215813079STMX0,3.020572316747183,2387,15,2388,0,100.0,FULLY MET,16,129,0.43,
1325223517104HRHT0,3.01047173433467,463,38,468,0,101.1,FULLY MET,19,82,0.1,
1325216814085TURL0,3.009278977640785,844,0,844,0,100.0,FULLY MET,15,119,0.14,
1325216514079TTMX0,3.0071644018664796,158,0,160,0,101.3,FULLY MET,17,82,0.03,
1325226517112HRHT0,3.004399526389398,874,0,870,4,99.5,PARTIAL,17,43,0.17,
1325223916120QRAB0,3.0015439236029446,457,0,458,0,100.2,FULLY MET,31,43,0.16,
1225219015008SLTB0,3.0004211820118303,159,0,162,0,101.9,FULLY MET,27,71,0.05,
1225222615008RXC10,3.0001252392871005,1,0,2,0,200.0,FULLY MET,27,82,0.0,
1325214812074TUHL0,2.033471348076857,15470,0,15470,0,100.0,FULLY MET,15,43,2.6,
1325221715100SRHT0,2.028255504118208,2062,96,2056,6,99.7,PARTIAL,18,82,0.42,
1325114812074TUHL0,2.0281480547157074,2533,148,2534,0,100.0,FULLY MET,15,43,0.43,
1325216814085STMX0,2.027313264143594,6452,256,6452,0,100.0,FULLY MET,16,132,1.16,
1325216614081STMX0,2.024360434941433,4994,147,4998,0,100.1,FULLY MET,16,86,0.89,
1325221417100HURL1,2.023937741186665,3994,325,3998,0,100.1,FULLY MET,20,82,0.89,
1325215813079SUHL0,2.0154479184195853,3316,0,3316,0,100.0,FULLY MET,16,129,0.59,
1325215613075TUHL0,2.012620305794295,852,0,852,0,100.0,FULLY MET,15,129,0.14,
1325123715105SBRT0,2.0113025552035637,5816,0,5857,0,100.7,FULLY MET,21,71,1.37,
1325219316087VURL0,2.0112471426497858,2570,0,2572,0,100.1,FULLY MET,16,86,0.46,
1325119015008SRBT0,2.010688067111808,2866,0,2856,10,99.7,PARTIAL,29,71,0.93,
1325220516095HUTR0,2.0106640545246948,5229,0,5275,0,100.9,FULLY MET,19,82,1.11,
1325219316087VUTR0,2.009610047738301,4522,0,4490,32,99.3,PARTIAL,17,82,0.86,
1325220515094VUTR0,2.0084720182695057,2287,0,2270,17,99.3,PARTIAL,17,108,0.44,
1325215513073TUHL0,2.0080952767021727,31,39,32,0,103.2,FULLY MET,16,129,0.01,
1325216614081SUTR0,2.008011078596608,31,89,32,0,103.2,FULLY MET,15,86,0.01,
1225121715115SSTL0,2.007863449346016,4254,0,4254,0,100.0,FULLY MET,30,71,1.43,
1325216814085SUTR0,2.0070021484862792,3641,0,3612,29,99.2,PARTIAL,17,82,0.69,
1325121715100SRBT0,2.006746372084458,3439,0,3440,0,100.0,FULLY MET,15,71,0.58,
1325121715100SRXT0,2.0066075545704996,1817,0,1818,0,100.1,FULLY MET,20,108,0.41,
1325217514082TUTR0,2.006427701083305,2543,0,2523,20,99.2,PARTIAL,17,119,0.48,
1325214813075STMX0,2.005547573985837,473,0,474,0,100.2,FULLY MET,16,129,0.08,
