SKUCode,Priority,Demand,GT_Inventory,Planned_Units,Gap,Fulfillment_Pct,Status,CycleTime_min,Eligible_Machines,Presses_Needed,Skip_Reason
1325214813075SUNE1,4.08026677758076,52469,227,52470,0,100.0,FULLY MET,15,86,8.82,
1D25213812090FXPC0,4.044803455849624,29860,255,29583,277,99.1,PARTIAL,17,43,5.69,
1D25212812086FXPC0,4.040133388790379,26914,332,27072,0,100.6,FULLY MET,19,37,5.73,
1D25212812074FXC10,4.034149865370723,22650,331,22510,140,99.4,PARTIAL,18,43,4.57,
1225170015012LSTL0,4.025539429230242,55702,395,55756,0,100.1,FULLY MET,31,71,19.34,
1325119815106QBRQ0,4.0124048656261175,8149,70,8126,23,99.7,PARTIAL,29,71,2.65,
1325219416089HRHE0,4.0102157716920965,16591,0,16592,0,100.0,FULLY MET,16,82,2.97,
1225223516121PSKP0,4.00948607371409,15181,153,15322,0,100.9,FULLY MET,27,56,4.59,
1225170015010LSTL0,4.00948607371409,6221,113,6228,0,100.1,FULLY MET,31,71,2.16,
1325213615099MSXT0,4.009194194522887,6123,0,6124,0,100.0,FULLY MET,16,75,1.1,
1225221715115SSTL0,4.0080266777580755,16851,158,16844,7,100.0,PARTIAL,30,71,5.66,
1D25215Z13008QXPC0,4.007296979780069,11136,0,11136,0,100.0,FULLY MET,20,119,2.49,
1325217514082TVECH,4.001198164079887,1785,3,1776,9,99.5,PARTIAL,18,71,0.36,
1225221716010SXC10,4.00102157716921,1300,0,1300,0,100.0,FULLY MET,15,56,0.22,
1225121716010SXC10,4.0005837583824055,1941,0,1942,0,100.1,FULLY MET,15,56,0.33,
1325213612065SULX1,4.0,1830,131,1832,0,100.1,FULLY MET,16,75,0.33,
1325216814085TURL0,3.002539348963464,6666,0,6650,16,99.8,PARTIAL,15,119,1.12,
1325223916120QRAB0,3.001692899308976,1160,0,1160,0,100.0,FULLY MET,31,43,0.4,
1325226517112HRHT0,3.0009923892500896,3077,0,3078,0,100.0,FULLY MET,17,43,0.59,
1225221615008QXC10,3.0008975285129487,513,151,520,0,101.4,FULLY MET,27,82,0.16,
1325217613082TUNE2,3.0006173244893937,237,185,238,0,100.4,FULLY MET,15,129,0.04,
1325218515088HTMX0,3.000437818786804,21256,136,21262,0,100.0,FULLY MET,16,82,3.81,
1225219015008SLTB0,3.000437818786804,300,0,300,0,100.0,FULLY MET,27,71,0.09,
1325218614088HURL0,3.0002918791912028,3418,0,3390,28,99.2,PARTIAL,17,125,0.65,
1225175016012NJTL0,3.0002378815408304,97,0,97,0,100.0,FULLY MET,43,43,0.05,
