SKUCode,Quantity,Priority
1225119015010QSTL0,597,2.0023393049110405
1225121715115SSTL0,285,2.007863449346016
1225121Z14112LSTL0,237,2.00249186301412
1225219015010QSTL0,32,2.003783396190748
1225221715115SSTL0,237,4.022485511521031
1225222716121MXC11,931,2.0014885665564206
1325119015008SRBT0,10,2.010688067111808
1325121715100SRXT0,5,2.0066075545704996
1325123715105SBRT0,188,2.0113025552035637
1325214812074TUHL0,2579,2.033471348076857
1325215813079SUHL0,130,2.0154479184195853
1325216513077TUHL0,284,2.0040865750505668
1325216614081STMX0,31,2.024360434941433
1325216814085STMX0,44,2.027313264143594
1325216814085SUTR0,323,2.0070021484862792
1325217514082TUTR0,53,2.006427701083305
1325219316087VUTR0,550,2.009610047738301
1325220416092VURL0,257,2.0007690220290724
1325220515094VUTR0,301,2.0084720182695057
1325220516095HUTR0,606,2.0106640545246948
1325221416095VURS0,2,2.0003969759510705
1325221417100HURL1,586,2.023937741186665
1325223616105HRHT0,643,2.0039037772080084
1D25212812074FXC10,15,4.0317291273066225
1D25212812086FXPC0,1346,4.038906121462909
1D25213812090FXPC0,136,4.040789909788519
1325217613082TUNE0,6252,2.00137517932327
1325218515088HURL1,954,5.0
1D25215013008SXC11,2553,2.00537517932327
