SKUCode,Priority,Demand,GT_Inventory,Planned_Units,Gap,Fulfillment_Pct,Status,CycleTime_min,Eligible_Machines,Presses_Needed,Skip_Reason
1325218515088HURL1,5.0,1926,0,1920,6,99.7,PARTIAL,17,112,0.37,
1D25213812090FXPC0,4.040789909788519,1312,255,1305,7,99.5,PARTIAL,17,43,0.25,
1D25212812086FXPC0,4.038906121462909,2803,332,2831,0,101.0,FULLY MET,19,37,0.6,
1D25212812074FXC10,4.0317291273066225,608,331,603,5,99.2,PARTIAL,18,43,0.12,
1225221715115SSTL0,4.022485511521031,981,158,988,0,100.7,FULLY MET,30,71,0.33,
1225223516121PSKP0,4.021329671845328,301,153,306,0,101.7,FULLY MET,27,56,0.09,
1325215813079STMX0,3.020572316747183,3,15,6,0,200.0,FULLY MET,16,129,0.0,
1325223916120QRAB0,3.0015439236029446,2,0,2,0,100.0,FULLY MET,31,43,0.0,
1325214812074TUHL0,2.033471348076857,4997,0,5010,0,100.3,FULLY MET,15,43,0.84,
1325216814085STMX0,2.027313264143594,1124,256,1124,0,100.0,FULLY MET,16,132,0.2,
1325216614081STMX0,2.024360434941433,946,147,946,0,100.0,FULLY MET,16,86,0.17,
1325221417100HURL1,2.023937741186665,1150,325,1150,0,100.0,FULLY MET,20,82,0.26,
1325215813079SUHL0,2.0154479184195853,679,0,682,0,100.4,FULLY MET,16,129,0.12,
1325123715105SBRT0,2.0113025552035637,1112,0,1125,0,101.2,FULLY MET,21,71,0.26,
1325119015008SRBT0,2.010688067111808,451,0,456,0,101.1,FULLY MET,29,71,0.15,
1325220516095HUTR0,2.0106640545246948,1524,0,1536,0,100.8,FULLY MET,19,82,0.32,
1325219316087VUTR0,2.009610047738301,1234,0,1230,4,99.7,PARTIAL,17,82,0.23,
1325220515094VUTR0,2.0084720182695057,637,0,634,3,99.5,PARTIAL,17,108,0.12,
1225121715115SSTL0,2.007863449346016,957,0,964,0,100.7,FULLY MET,30,71,0.32,
1325216814085SUTR0,2.0070021484862792,971,0,966,5,99.5,PARTIAL,17,82,0.19,
1325121715100SRBT0,2.006746372084458,9,0,12,0,133.3,FULLY MET,15,71,0.0,
1325121715100SRXT0,2.0066075545704996,245,0,246,0,100.4,FULLY MET,20,108,0.06,
1325217514082TUTR0,2.006427701083305,701,0,698,3,99.6,PARTIAL,17,119,0.13,
1D25215013008SXC11,2.00537517932327,5307,182,5360,0,101.0,FULLY MET,19,82,1.13,
1325216513077TUHL0,2.0040865750505668,461,0,462,0,100.2,FULLY MET,16,129,0.08,
1325223616105HRHT0,2.0039037772080084,796,0,791,5,99.4,PARTIAL,18,82,0.16,
1225219015010QSTL0,2.003783396190748,122,0,122,0,100.0,FULLY MET,31,26,0.04,
1225121Z14112LSTL0,2.00249186301412,489,0,492,0,100.6,FULLY MET,33,71,0.18,
1225119015010QSTL0,2.0023393049110405,690,0,691,0,100.1,FULLY MET,31,26,0.24,
1225222716121MXC11,2.0014885665564206,1015,0,1008,7,99.3,PARTIAL,34,26,0.39,
1325217613082TUNE0,2.00137517932327,6636,86,6636,0,100.0,FULLY MET,15,71,1.11,
1325220416092VURL0,2.0007690220290724,410,0,408,2,99.5,PARTIAL,18,112,0.08,
1325221417100HURS0,2.0003991860367747,105,0,106,0,101.0,FULLY MET,15,82,0.02,
1325221416095VURS0,2.0003969759510705,103,0,104,0,101.0,FULLY MET,15,82,0.02,
