SKUCode,Quantity,Priority
1225119015010QSTL0,690,2.0023393049110405
1225121715115SSTL0,957,2.007863449346016
1225121Z14112LSTL0,489,2.00249186301412
1225219015010QSTL0,122,2.003783396190748
1225221715115SSTL0,981,4.022485511521031
1225222716121MXC11,1015,2.0014885665564206
1225223516121PSKP0,301,4.021329671845328
1325119015008SRBT0,451,2.010688067111808
1325121715100SRBT0,9,2.006746372084458
1325121715100SRXT0,245,2.0066075545704996
1325123715105SBRT0,1112,2.0113025552035637
1325214812074TUHL0,4997,2.033471348076857
1325215813079STMX0,3,3.020572316747183
1325215813079SUHL0,679,2.0154479184195853
1325216513077TUHL0,461,2.0040865750505668
1325216614081STMX0,946,2.024360434941433
1325216814085STMX0,1124,2.027313264143594
1325216814085SUTR0,971,2.0070021484862792
1325217514082TUTR0,701,2.006427701083305
1325219316087VUTR0,1234,2.009610047738301
1325220416092VURL0,410,2.0007690220290724
1325220515094VUTR0,637,2.0084720182695057
1325220516095HUTR0,1524,2.0106640545246948
1325221416095VURS0,103,2.0003969759510705
1325221417100HURL1,1150,2.023937741186665
1325221417100HURS0,105,2.0003991860367747
1325223616105HRHT0,796,2.0039037772080084
1325223916120QRAB0,2,3.0015439236029446
1D25212812074FXC10,608,4.0317291273066225
1D25212812086FXPC0,2803,4.038906121462909
1D25213812090FXPC0,1312,4.040789909788519
1325217613082TUNE0,6636,2.00137517932327
1325218515088HURL1,1926,5.0
1D25215013008SXC11,5307,2.00537517932327
