Date,Shift,Machine,SKUCode,StartTime,EndTime,Qty,CycleTime_min,GT_Inventory,Remarks
2026-04-30,B,3611,CHANGEOVER,2026-04-30 18:00:00,2026-05-01 00:00:00,0,0.0,0,C/O from 1D25215013008SXC1T to 1325223418103VETR0
2026-05-01,C,3611,1325223418103VETR0,2026-05-01 00:00:00,2026-05-01 07:00:00,46,18.0,0,LP Scheduled
2026-05-01,A,3611,1325223418103VETR0,2026-05-01 07:00:00,2026-05-01 15:00:00,52,18.0,0,LP Scheduled
2026-05-01,B,3611,1325223418103VETR0,2026-05-01 15:00:00,2026-05-01 23:00:00,52,18.0,0,LP Scheduled
2026-05-01,C,3611,1325223418103VETR0,2026-05-01 23:00:00,2026-05-02 07:00:00,52,18.0,0,LP Scheduled
2026-05-02,A,3611,1325223418103VETR0,2026-05-02 07:00:00,2026-05-02 15:00:00,52,18.0,0,LP Scheduled
2026-05-02,B,3611,1325223418103VETR0,2026-05-02 15:00:00,2026-05-02 23:00:00,52,18.0,0,LP Scheduled
2026-05-02,C,3611,1325223418103VETR0,2026-05-02 23:00:00,2026-05-03 07:00:00,52,18.0,0,LP Scheduled
2026-05-03,A,3611,1325223418103VETR0,2026-05-03 07:00:00,2026-05-03 15:00:00,52,18.0,0,LP Scheduled
2026-05-03,B,3611,1325223418103VETR0,2026-05-03 15:00:00,2026-05-03 23:00:00,52,18.0,0,LP Scheduled
2026-05-03,C,3611,1325223418103VETR0,2026-05-03 23:00:00,2026-05-04 02:42:00,36,18.0,0,LP Scheduled
2026-04-30,C,3613,CHANGEOVER,2026-04-30 23:00:00,2026-05-01 05:00:00,0,0.0,0,C/O from 1D25215013008SXC1T to 1325221516098HRHT0
2026-05-01,C,3613,1325221516098HRHT0,2026-05-01 05:00:00,2026-05-01 07:00:00,14,16.0,0,LP Scheduled
2026-05-01,A,3613,1325221516098HRHT0,2026-05-01 07:00:00,2026-05-01 15:00:00,60,16.0,0,LP Scheduled
2026-05-01,B,3613,1325221516098HRHT0,2026-05-01 15:00:00,2026-05-01 23:00:00,60,16.0,0,LP Scheduled
2026-05-01,C,3613,1325221516098HRHT0,2026-05-01 23:00:00,2026-05-02 07:00:00,60,16.0,0,LP Scheduled
2026-05-02,A,3613,1325221516098HRHT0,2026-05-02 07:00:00,2026-05-02 15:00:00,60,16.0,0,LP Scheduled
2026-05-02,B,3613,1325221516098HRHT0,2026-05-02 15:00:00,2026-05-02 23:00:00,60,16.0,0,LP Scheduled
2026-05-02,C,3613,1325221516098HRHT0,2026-05-02 23:00:00,2026-05-03 07:00:00,60,16.0,0,LP Scheduled
2026-05-03,A,3613,1325221516098HRHT0,2026-05-03 07:00:00,2026-05-03 15:00:00,60,16.0,0,LP Scheduled
2026-05-03,B,3613,1325221516098HRHT0,2026-05-03 15:00:00,2026-05-03 23:00:00,60,16.0,0,LP Scheduled
2026-05-03,C,3613,1325221516098HRHT0,2026-05-03 23:00:00,2026-05-04 07:00:00,60,16.0,0,LP Scheduled
2026-05-04,A,3613,1325221516098HRHT0,2026-05-04 07:00:00,2026-05-04 15:00:00,60,16.0,0,LP Scheduled
2026-05-04,B,3613,1325221516098HRHT0,2026-05-04 15:00:00,2026-05-04 23:00:00,60,16.0,0,LP Scheduled
2026-05-04,C,3613,1325221516098HRHT0,2026-05-04 23:00:00,2026-05-05 07:00:00,60,16.0,0,LP Scheduled
2026-05-05,A,3613,1325221516098HRHT0,2026-05-05 07:00:00,2026-05-05 15:00:00,60,16.0,0,LP Scheduled
2026-05-05,B,3613,1325221516098HRHT0,2026-05-05 15:00:00,2026-05-05 23:00:00,60,16.0,0,LP Scheduled
2026-05-05,C,3613,1325221516098HRHT0,2026-05-05 23:00:00,2026-05-06 07:00:00,60,16.0,0,LP Scheduled
2026-05-06,A,3613,1325221516098HRHT0,2026-05-06 07:00:00,2026-05-06 15:00:00,60,16.0,0,LP Scheduled
2026-05-06,B,3613,1325221516098HRHT0,2026-05-06 15:00:00,2026-05-06 23:00:00,60,16.0,0,LP Scheduled
2026-05-06,C,3613,1325221516098HRHT0,2026-05-06 23:00:00,2026-05-07 07:00:00,60,16.0,0,LP Scheduled
2026-05-07,A,3613,1325221516098HRHT0,2026-05-07 07:00:00,2026-05-07 15:00:00,60,16.0,0,LP Scheduled
2026-05-07,B,3613,1325221516098HRHT0,2026-05-07 15:00:00,2026-05-07 23:00:00,60,16.0,0,LP Scheduled
2026-05-07,C,3613,1325221516098HRHT0,2026-05-07 23:00:00,2026-05-08 07:00:00,60,16.0,0,LP Scheduled
2026-05-08,A,3613,1325221516098HRHT0,2026-05-08 07:00:00,2026-05-08 15:00:00,60,16.0,0,LP Scheduled
2026-05-08,B,3613,1325221516098HRHT0,2026-05-08 15:00:00,2026-05-08 23:00:00,60,16.0,0,LP Scheduled
2026-05-08,C,3613,1325221516098HRHT0,2026-05-08 23:00:00,2026-05-09 01:32:00,20,16.0,0,LP Scheduled
2026-05-03,A,4505,CHANGEOVER,2026-05-03 14:06:00,2026-05-03 20:06:00,0,0.0,0,C/O from 1325215813079TUNE5 to 1D25219Z14008SXC10
2026-05-03,B,4505,1D25219Z14008SXC10,2026-05-03 20:06:00,2026-05-03 23:00:00,16,21.0,0,LP Scheduled
2026-05-03,C,4505,1D25219Z14008SXC10,2026-05-03 23:00:00,2026-05-04 00:39:00,10,21.0,0,LP Scheduled
2026-04-30,B,4509,CHANGEOVER,2026-04-30 19:18:00,2026-05-01 01:18:00,0,0.0,0,C/O from 1325222318098HRHE0 to 1325223317103YLEV0
2026-05-01,C,4509,1325223317103YLEV0,2026-05-01 01:18:00,2026-05-01 07:00:00,32,21.0,0,LP Scheduled
2026-05-01,A,4509,1325223317103YLEV0,2026-05-01 07:00:00,2026-05-01 15:00:00,44,21.0,0,LP Scheduled
2026-05-01,B,4509,1325223317103YLEV0,2026-05-01 15:00:00,2026-05-01 23:00:00,44,21.0,0,LP Scheduled
2026-05-01,C,4509,1325223317103YLEV0,2026-05-01 23:00:00,2026-05-02 07:00:00,44,21.0,0,LP Scheduled
2026-05-02,A,4509,1325223317103YLEV0,2026-05-02 07:00:00,2026-05-02 15:00:00,44,21.0,0,LP Scheduled
2026-05-02,B,4509,1325223317103YLEV0,2026-05-02 15:00:00,2026-05-02 23:00:00,44,21.0,0,LP Scheduled
2026-05-02,C,4509,1325223317103YLEV0,2026-05-02 23:00:00,2026-05-03 07:00:00,44,21.0,0,LP Scheduled
2026-05-03,A,4509,1325223317103YLEV0,2026-05-03 07:00:00,2026-05-03 15:00:00,44,21.0,0,LP Scheduled
2026-05-03,B,4509,1325223317103YLEV0,2026-05-03 15:00:00,2026-05-03 23:00:00,44,21.0,0,LP Scheduled
2026-05-03,C,4509,1325223317103YLEV0,2026-05-03 23:00:00,2026-05-04 07:00:00,44,21.0,0,LP Scheduled
2026-05-04,A,4509,1325223317103YLEV0,2026-05-04 07:00:00,2026-05-04 15:00:00,44,21.0,0,LP Scheduled
2026-05-04,B,4509,1325223317103YLEV0,2026-05-04 15:00:00,2026-05-04 23:00:00,44,21.0,0,LP Scheduled
2026-05-04,C,4509,1325223317103YLEV0,2026-05-04 23:00:00,2026-05-05 07:00:00,44,21.0,0,LP Scheduled
2026-05-05,A,4509,1325223317103YLEV0,2026-05-05 07:00:00,2026-05-05 15:00:00,44,21.0,0,LP Scheduled
2026-05-05,B,4509,1325223317103YLEV0,2026-05-05 15:00:00,2026-05-05 15:33:00,26,21.0,0,LP Scheduled
2026-04-30,C,4510,CHANGEOVER,2026-04-30 23:00:00,2026-05-01 05:00:00,0,0.0,0,C/O from 1D25215013008SXC10 to 1325223517104TRXT0
2026-05-01,C,4510,1325223517104TRXT0,2026-05-01 05:00:00,2026-05-01 07:00:00,12,20.0,0,LP Scheduled
2026-05-01,A,4510,1325223517104TRXT0,2026-05-01 07:00:00,2026-05-01 15:00:00,48,20.0,0,LP Scheduled
2026-05-01,B,4510,1325223517104TRXT0,2026-05-01 15:00:00,2026-05-01 23:00:00,48,20.0,0,LP Scheduled
2026-05-01,C,4510,1325223517104TRXT0,2026-05-01 23:00:00,2026-05-02 07:00:00,48,20.0,0,LP Scheduled
2026-05-02,A,4510,1325223517104TRXT0,2026-05-02 07:00:00,2026-05-02 15:00:00,48,20.0,0,LP Scheduled
2026-05-02,B,4510,1325223517104TRXT0,2026-05-02 15:00:00,2026-05-02 23:00:00,48,20.0,0,LP Scheduled
2026-05-02,C,4510,1325223517104TRXT0,2026-05-02 23:00:00,2026-05-03 07:00:00,48,20.0,0,LP Scheduled
2026-05-03,A,4510,1325223517104TRXT0,2026-05-03 07:00:00,2026-05-03 15:00:00,48,20.0,0,LP Scheduled
2026-05-03,B,4510,1325223517104TRXT0,2026-05-03 15:00:00,2026-05-03 23:00:00,48,20.0,0,LP Scheduled
2026-05-03,C,4510,1325223517104TRXT0,2026-05-03 23:00:00,2026-05-04 07:00:00,48,20.0,0,LP Scheduled
2026-05-04,A,4510,1325223517104TRXT0,2026-05-04 07:00:00,2026-05-04 15:00:00,48,20.0,0,LP Scheduled
2026-05-04,B,4510,1325223517104TRXT0,2026-05-04 15:00:00,2026-05-04 23:00:00,48,20.0,0,LP Scheduled
2026-05-04,C,4510,1325223517104TRXT0,2026-05-04 23:00:00,2026-05-05 07:00:00,48,20.0,0,LP Scheduled
2026-05-05,A,4510,1325223517104TRXT0,2026-05-05 07:00:00,2026-05-05 15:00:00,48,20.0,0,LP Scheduled
2026-05-05,B,4510,1325223517104TRXT0,2026-05-05 15:00:00,2026-05-05 23:00:00,48,20.0,0,LP Scheduled
2026-05-05,C,4510,1325223517104TRXT0,2026-05-05 23:00:00,2026-05-06 07:00:00,48,20.0,0,LP Scheduled
2026-05-06,A,4510,1325223517104TRXT0,2026-05-06 07:00:00,2026-05-06 15:00:00,48,20.0,0,LP Scheduled
2026-05-06,B,4510,1325223517104TRXT0,2026-05-06 15:00:00,2026-05-06 23:00:00,48,20.0,0,LP Scheduled
2026-05-06,C,4510,1325223517104TRXT0,2026-05-06 23:00:00,2026-05-07 07:00:00,48,20.0,0,LP Scheduled
2026-05-07,A,4510,1325223517104TRXT0,2026-05-07 07:00:00,2026-05-07 15:00:00,48,20.0,0,LP Scheduled
