MouldNo,Compatible_SKUs,Life_Remaining,Assigned_Machine
B70015STKINGLTHM16,"1225170015010LSTL0, 1225170015012LSTL0",30,4909
B70015STKINGLTHM17,"1225170015010LSTL0, 1225170015012LSTL0",2034,9702
B70015STKINGLTHM18,"1225170015010LSTL0, 1225170015012LSTL0",1524,4918
B70015STKINGLTHM21,"1225170015010LSTL0, 1225170015012LSTL0, 1225170016010LSTL0, 1225170016012LSTL0",260,4902
B70015STKINGLTHM22,"1225170015010LSTL0, 1225170015012LSTL0, 1225170016010LSTL0, 1225170016012LSTL0",7,9704
B70015STKINGLTHM23,"1225170015010LSTL0, 1225170015012LSTL0",0,8601
B70015STKINGLTHM24,"1225170015010LSTL0, 1225170015012LSTL0",7,9704
B70015STKINGLTHM25,"1225170015010LSTL0, 1225170015012LSTL0",0,8601
B70015STKINGLTHM26,"1225170015010LSTL0, 1225170015012LSTL0",1583,4410
B70015STKINGLTHM27,"1225170015010LSTL0, 1225170015012LSTL0",3000,FREE
B70015STKINGLTHM28,"1225170015010LSTL0, 1225170015012LSTL0",2907,4922
B70015STKINGLTHM29,"1225170015010LSTL0, 1225170015012LSTL0",2553,9401
B70015STKINGLTHM30,"1225170015010LSTL0, 1225170015012LSTL0",2888,9701
B70015STKINGLTHM31,"1225170015010LSTL0, 1225170015012LSTL0",2961,9703
B70015STKINGLTHM32,"1225170015010LSTL0, 1225170015012LSTL0",2961,9703
B70015STKINGLTHM33,"1225170015010LSTL0, 1225170015012LSTL0",1530,4412
B70015STKINGLTHM34,"1225170015010LSTL0, 1225170015012LSTL0",119,4919
B70015STKINGLTHM35,"1225170015010LSTL0, 1225170015012LSTL0",2834,4417
B70015STKINGLTHM36,"1225170015010LSTL0, 1225170015012LSTL0",2834,4417
B70015STKINGLTHM37,"1225170015010LSTL0, 1225170015012LSTL0",2155,4916
B70015STKINGLTHM38,"1225170015010LSTL0, 1225170015012LSTL0",1427,4413
B70015STKINGLTHM39,"1225170015010LSTL0, 1225170015012LSTL0",1773,4907
B70015STKINGLTHM40,"1225170015010LSTL0, 1225170015012LSTL0",1773,4907
B70015STKINGLTHM41,"1225170015010LSTL0, 1225170015012LSTL0",2251,9001
B70015STKINGLTHM42,"1225170015010LSTL0, 1225170015012LSTL0",2155,4916
B70015STKINGLTHM43,"1225170015010LSTL0, 1225170015012LSTL0",2251,9001
B70015STKINGLTHM44,"1225170015010LSTL0, 1225170015012LSTL0",1033,4925
B70015STKINGLTHM45,"1225170015010LSTL0, 1225170015012LSTL0",1033,4925
B70015STKINGLTHM46,"1225170015010LSTL0, 1225170015012LSTL0",2888,9701
B70015STKINGLTHM47,"1225170015010LSTL0, 1225170015012LSTL0",1530,4412
B70015STKINGLTHM49,"1225170015010LSTL0, 1225170015012LSTL0",2747,4414
B70015STKINGLTHM50,"1225170015010LSTL0, 1225170015012LSTL0",2747,4414
B70015STKINGLTHM51,"1225170015010LSTL0, 1225170015012LSTL0",1427,4413
B70015STKINGLTHM52,"1225170015010LSTL0, 1225170015012LSTL0",2553,9401
B70015STKINLTBHM01,"1225170015012LSTL0, 1225170015012LSTLT",3000,FREE
B75015STKINGLHMI01,"1225175015012LSTL0, 1225175015012LSTLL",3000,FREE
B75015STKINGLHMI02,1225175015012LSTL0,3000,FREE
B75016JUHSTEELHM01,1225175016012NJTL0,3000,FREE
B75016JUHSTEELHM02,1225175016012NJTL0,3000,FREE
C016580R14ELZTGC05,1325216814085SUTR0,3000,FREE
C13570R12ULLXTGR02,1325213612065SULX1,999,4914
C13570R12ULLXTGR03,1325213612065SULX1,999,4914
C13570R12ULLXTGR04,1325213612065SULX1,2554,4913
C13570R12ULLXTGR05,1325213612065SULX1,2554,4913
C14570R12UHFTLHM01,"1325114612069TUHL0, 1325214612069TUHL0",3000,FREE
C14570R12UHFTLHM02,"1325114612069TUHL0, 1325214612069TUHL0",3000,FREE
C14580R12NXTTLDC03,"1325114812074TUNX0, 1325214812074TUNX0",3000,FREE
C14580R12NXTTLNS01,"1325114812074TUNX0, 1325214812074TUNX0",3000,FREE
C14580R12TAXTLHM01,"1325114812074TTMX0, 1325214812074TTMX0",3000,FREE
C14580R12TAXTLHM02,"1325114812074TTMX0, 1325214812074TTMX0",3000,FREE
C14580R13TAXIMGC01,1325214813075STMX0,3000,FREE
C14580R13TAXIMGC02,1325214813075STMX0,3000,FREE
C14580R13TAXIMHM01,1325214813075STMX0,3000,FREE
C14580R13TAXIMHM02,1325214813075STMX0,3000,FREE
C145R12XPCLTTTDC01,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTDC02,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTDC03,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTDC05,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTDC06,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTDC07,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTGR01,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTGR02,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTGR03,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTGR04,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTGR06,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C145R12XPCLTTTGR07,"1D25114012008QXPC0, 1D25214012008QXPC0",3000,FREE
C15565R13ULTLHMI01,1325215513073TUHL0,1739,4408
C15565R13ULTLHMI02,1325215513073TUHL0,1739,4408
C15570R13TAXTLHM01,1325215613075TTMX0,2763,14801
C15570R13TAXTLHM02,1325215613075TTMX0,2763,14801
C15570R13ULTHIGC01,1325215613075TUHL0,3000,FREE
C15570R13ULTHIGC02,1325215613075TUHL0,3000,FREE
C15570R13ULTHIHM01,1325215613075TUHL0,3000,FREE
C15570R13ULTHIHM02,1325215613075TUHL0,3000,FREE
C15580R13NEO000001,1325215813079TUNE6,3000,FREE
C15580R13NEO000004,1325215813079TUNE6,3000,FREE
C15580R13NEO000006,1325215813079TUNE6,3000,FREE
C15580R13NEO000011,1325215813079TUNE6,3000,FREE
C15580R13NEO000017,1325215813079TUNE6,3000,FREE
C15580R13NEO000019,1325215813079TUNE6,3000,FREE
C15580R13NEO000020,1325215813079TUNE6,3000,FREE
C15580R13NEO000024,1325215813079TUNE6,3000,FREE
C15580R13TAXIMGC01,"1325215813079STMX0, 1325215813079TTMX0",3000,FREE
C15580R13TAXIMGC02,"1325215813079STMX0, 1325215813079TTMX0",3000,FREE
C15580R13TAXIMHM01,"1325215813079STMX0, 1325215813079TTMX0",2456,14803
C15580R13TAXIMHM02,"1325215813079STMX0, 1325215813079TTMX0",2456,14803
C15580R13TAXIMHM03,"1325215813079STMX0, 1325215813079TTMX0",3000,FREE
C15580R13TAXIMHM04,"1325215813079STMX0, 1325215813079TTMX0",2459,24803
C15580R13TAXIMHM05,"1325215813079STMX0, 1325215813079TTMX0",3000,FREE
C15580R13TAXIMHM06,"1325215813079STMX0, 1325215813079TTMX0",2459,24803
C15580R13VECTLGR02,1325215813079SVECO,3000,FREE
C15580R13VECTLGR03,1325215813079SVECO,3000,FREE
C15580R13VECTLGR11,1325215813079SVECO,3000,FREE
C15580R13VECTLMK01,1325215813079SVECO,3000,FREE
C155R13ULTXPC1HM01,1D25215013008SXC11,2091,24808
C155R13ULTXPC1HM02,1D25215013008SXC11,0,24804
C155R13ULTXPC1HM03,1D25215013008SXC11,0,24804
C155R13ULTXPC1HM18,1D25215013008SXC11,1761,24821
C155R13ULTXPC1HM20,1D25215013008SXC11,1761,24821
C155R13ULTXPC1HM24,1D25215013008SXC11,2091,24808
C16565R13ULFTLHM01,1325216513077TUHL0,3000,FREE
C16565R13ULFTLHM02,1325216513077TUHL0,3000,FREE
C16565R13ULFTLHM03,1325216513077TUHL0,3000,FREE
C16565R13ULFTLHM04,1325216513077TUHL0,3000,FREE
C16565R14TAXIMHM01,1325216514079TTMX0,2817,75220
C16565R14TAXIMHM02,1325216514079TTMX0,2817,75220
C16565R14TAXIMHM07,1325216514079TTMX0,3000,FREE
C16565R14TAXIMHM08,1325216514079TTMX0,3000,FREE
C16570R14TAXTLHM01,1325216614081STMX0,0,54804
C16570R14TAXTLHM02,1325216614081STMX0,0,54804
C17560R15UXTLHMI03,1325217415081HUTR0,2007,15212
C17560R15UXTLHMI04,1325217415081HUTR0,2017,24806
C17560R15UXTTHMI01,1325217415081HUTR0,2017,24806
C17560R15UXTTHMI02,1325217415081HUTR0,2007,15212
C17565R14UXTTLHM01,1325217514082TUTR0,3000,FREE
C17565R14UXTTLHM02,1325217514082TUTR0,3000,FREE
C17565R15UXRTLHM03,1325217515084HURL3,3000,FREE
C17565R15UXRTLHM04,1325217515084HURL3,3000,FREE
C18560R15TAXIMHM01,1325218415084TTMX0,2648,54801
C18560R15TAXIMHM02,1325218415084TTMX0,2399,15209
C18560R15TAXIMHM03,1325218415084TTMX0,2399,15209
C18560R15TAXIMHM04,1325218415084TTMX0,3000,FREE
C18560R15UXTTLHM01,1325218415084TUTR0,3000,FREE
C18560R15UXTTLHM02,1325218415084TUTR0,3000,FREE
C18565R14UXROYHM01,1325218514086HURL0,3000,FREE
C18565R14UXROYHM02,1325218514086HURL0,3000,FREE
C18565R15TAXIMGC01,1325218515088HTMX0,3000,FREE
C18565R15TAXIMGC02,1325218515088HTMX0,2192,75213
C18565R15TAXIMHM01,1325218515088HTMX0,3000,FREE
C18565R15TAXIMHM02,1325218515088HTMX0,2088,75211
C18565R15TAXIMHM03,1325218515088HTMX0,2192,75213
C18565R15TAXIMHM04,1325218515088HTMX0,2088,75211
C18565R15TAXIMHM05,1325218515088HTMX0,2370,75218
C18565R15TAXIMHM06,1325218515088HTMX0,2218,75224
C18565R15TAXIMHM07,1325218515088HTMX0,2218,75224
C18565R15TAXIMHM08,1325218515088HTMX0,2370,75218
C18565R15UXTTLUZ01,1325218515088HUTR0,1969,15213
C18565R15UXTTLUZ02,1325218515088HUTR0,1969,15213
C18585R16BRUTTDC14,1425118916008QRBT0,2965,4910
C18585R16BRUTTGR02,1425118916008QRBT0,2331,9403
C18585R16BRUTTGR03,1425118916008QRBT0,1691,4904
C18585R16BRUTTGR05,1425118916008QRBT0,3000,FREE
C18585R16BRUTTGR06,1425118916008QRBT0,2965,4910
C18585R16BRUTTGR07,1425118916008QRBT0,1691,4904
C18585R16BRUTTGR08,1425118916008QRBT0,2331,9403
C18585R16BRUTTGR09,1425118916008QRBT0,3000,FREE
C19555R16UXRHYHM03,1325219316087VURL0,3000,FREE
C19555R16UXRHYHM04,1325219316087VURL0,3000,FREE
C19555R16UXTTLHM01,1325219316087VUTR0,3000,FREE
C19555R16UXTTLHM02,1325219316087VUTR0,3000,FREE
C1955R16UXRHYCHM01,"1325219316087VURL0, 1325219316087VURP0",3000,FREE
C1955R16UXRHYCHM02,"1325219316087VURL0, 1325219316087VURP0",3000,FREE
C20555R16UX1TLGC01,1325220316094VUX10,2663,14811
C20555R16UX1TLGC02,1325220316094VUX10,2663,14811
C20560R16UXRYLHM01,1325220416092VURL0,3000,FREE
C20560R16UXRYLHM02,1325220416092VURL0,3000,FREE
C2056515TORINGHM03,"1325220515094VUTP0, 1325220515094VUTR0",3000,FREE
C2056515TORINGHM04,"1325220515094VUTP0, 1325220515094VUTR0",3000,FREE
C20565R15TAXTLGC01,1325220515094VTMX0,3000,FREE
C20565R15TAXTLGC02,1325220515094VTMX0,3000,FREE
C20565R15TAXTLHM01,1325220515094VTMX0,3000,FREE
C20565R15TAXTLHM02,1325220515094VTMX0,3000,FREE
C20565R16TAXTLGC01,1325220516095HTMX0,3000,FREE
C20565R16TAXTLGC02,1325220516095HTMX0,3000,FREE
C21555R18UXR0HMI21,1325221318099HURL0,3000,FREE
C21555R18UXR0HMI22,1325221318099HURL0,3000,FREE
C21560R17RHTTLGC01,1325221417096HRHT0,3000,FREE
C21560R17RHTTLGC02,1325221417096HRHT0,3000,FREE
C21560R17UXRTLHM05,1325221417100HURL1,3000,FREE
C21560R17UXRTLHM06,1325221417100HURL1,3000,FREE
C21560R17UXRTLHM07,1325221417100HURL1,1613,75212
C21560R17UXRTLHM08,1325221417100HURL1,1816,75223
C21560R17UXRTLHM11,"1325221417096HURL0, 1325221417100HURL1",1613,75212
C21560R17UXRTLHM12,"1325221417096HURL0, 1325221417100HURL1",3000,FREE
C21575R15BRUTTGR02,1325121715100SRBT0,3000,FREE
C21575R15BRUTTGR03,1325121715100SRBT0,3000,FREE
C21575R15BRUTTGR04,"1325121715010SRBT0, 1325121715100SRBT0",3000,FREE
C21575R15BRUTTGR05,1325121715100SRBT0,3000,FREE
C21575R15BRUTTGR06,"1325121715010SRBT0, 1325121715100SRBT0",3000,FREE
C21575R15BRUTTGR07,1325121715100SRBT0,3000,FREE
C21575R15BRUTTHM01,1325121715100SRBT0,3000,FREE
C21575R15BRUTTHM02,1325121715100SRBT0,3000,FREE
C21575R15RHTTLHM03,1325221715100SRHT0,1280,15206
C21575R15RHTTLHM04,1325221715100SRHT0,1342,15210
C21575R15RHTTLHM08,1325221715100SRHT0,1280,15206
C21575R15RHTTLHM09,1325221715100SRHT0,2070,75208
C21575R15RHTTLHM10,1325221715100SRHTS,3000,FREE
C21575R15RHTTLHM12,1325221715100SRHT0,1342,15210
C21575R15RHTTLHM13,1325221715100SRHT0,1385,14805
C21575R15RHTTLHM14,1325221715100SRHT0,1385,14805
C21575R15RHTTLHM15,1325221715100SRHT0,2070,75208
C22555R7UX1TLHM01,1325222317101VUX10,3000,FREE
C22555R7UX1TLHM02,1325222317101VUX10,3000,FREE
C23565R17ELTOUGC01,1325223517104HETR0,3000,FREE
C23565R17ELTOUGC02,1325223517104HETR0,3000,FREE
C23565R17RHTTLGC01,"1325223517104HRHT0, 1325223517104HRPG0",2685,75221
C23565R17RHTTLGC02,"1325223517104HRHT0, 1325223517104HRPG0",2685,75221
C23565R17RHTTLHM01,"1325223517104HRHT0, 1325223517104HRPG0",3000,FREE
C23565R17RHTTLHM02,"1325223517104HRHT0, 1325223517104HRPG0",2972,75214
C23565R17RHTTLHM03,"1325223517104HRHT0, 1325223517104HRPG0",3000,FREE
C23565R17RHTTLHM04,"1325223517104HRHT0, 1325223517104HRPG0",3000,FREE
C23570R16RHTTLHM01,"1325223616105HRHT0, 1325223616105TRXT0",3000,FREE
C23570R16RHTTLHM02,"1325223616105HRHT0, 1325223616105TRXT0",3000,FREE
C26565R17RHTTLGC01,1325226517112HRHT0,3000,FREE
C26565R17RHTTLGC02,1325226517112HRHT0,3000,FREE
C26565R17RHTTLHM01,1325226517112HRHT0,3000,FREE
C26565R17RHTTLHM02,1325226517112HRHT0,3000,FREE
CP22550R17UX1THM01,1325222217098VUX10,3000,FREE
CP22550R17UX1THM02,1325222217098VUX10,3000,FREE
CP22550R17UX1TMK01,1325222217098VUX10,3000,FREE
CP22550R17UX1TMK02,1325222217098VUX10,3000,FREE
CP23555R17UX1TMK01,"1325223317099VUX10, 1325223317103VUX10",3000,FREE
CP23555R17UX1TMK02,"1325223317099VUX10, 1325223317103VUX10",3000,FREE
C16570R14UXTTLHM01,1325216614081SUTR0,1725,24822
C16570R14UXTTLHM02,1325216614081SUTR0,1776,24809
C16570R14UXTTLHM03,1325216614081SUTR0,1776,24809
C16570R14UXTTLHM04,1325216614081SUTR0,1725,24822
C16580R14ELZTHM01,1325216814085SUTR0,3000,FREE
C16580R14ELZTHM04,1325216814085SUTR0,3000,FREE
C16580R14ELZTGC02,1325216814085SUTR0,3000,FREE
C16580R14ELZTGC05,1325216814085SUTR0,3000,FREE
B17565R14UXROLGC01,1325217514082HURL2,3000,FREE
B17565R14UXROLGC02,1325217514082HURL2,3000,FREE
B17565R14UXROLGC03,1325217514082HURL2,3000,FREE
B17565R14UXROLGC04,1325217514082HURL2,3000,FREE
B17565R14UXROLGC05,1325217514082HURL2,3000,FREE
B17565R14UXROLGC06,1325217514082HURL2,3000,FREE
B17565R14UXROLGC07,1325217514082HURL2,2548,75228
B17565R14UXROLGC08,1325217514082HURL2,2548,75228
C17570R13ULNTLGC03,1325217613082TUNE0,2698,4921
C17570R13ULNTLGC04,1325217613082TUNE0,2698,4921
C17570R13ULNTLGC05,1325217613082TUNE0,1828,4924
C17570R13ULNTLGC06,1325217613082TUNE0,1828,4924
B1757013ULTNEOGC01,1325217613082TUNE2,1308,24817
B1757013ULTNEOGC02,1325217613082TUNE2,1308,24817
B1757013ULTNEOGC03,1325217613082TUNE2,3000,FREE
B1757013ULTNEOGC04,1325217613082TUNE2,3000,FREE
B2156017UXRSMHMI01,1325221417100HURS0,3000,FREE
B2156017UXRSMHMI02,1325221417100HURS0,3000,FREE
B1658014UXRSMHMI01,1325216814085TURS0,3000,FREE
B1658014UXRSMHMI02,1325216814085TURS0,3000,FREE
B1856515UXRSMHMI01,1325218515088TURS0,3000,FREE
B1856515UXRSMHMI02,1325218515088TURS0,3000,FREE
B2156016UXRSMHMI01,1325221416095VURS0,3000,FREE
B2156016UXRSMHMI02,1325221416095VURS0,3000,FREE
C21555R17TLTY01,1325221317098VUX10,3000,FREE
C21555R17TLTY02,1325221317098VUX10,3000,FREE
C21555R17TLTY03,1325221317098VUX10,3000,FREE
C21555R17TLTY04,1325221317098VUX10,3000,FREE
nan, ,3000,FREE
