Machine,Available_Mins,Used_Mins,Idle_Mins,Utilization_Pct,SKUs_Count,Total_Cycles,Total_Units
15213,44640,44593.0,47.0,99.89,1.0,0.0,4738.0
9407,44640,44520.0,120.0,99.73,1.0,0.0,5936.0
4906,44640,44520.0,120.0,99.73,1.0,0.0,5936.0
24823,44640,44520.0,120.0,99.73,1.0,0.0,5194.0
4411,44640,44520.0,120.0,99.73,1.0,0.0,5936.0
8602,44640,44340.0,300.0,99.33,2.0,687.0,2956.0
4403,44640,44337.0,303.0,99.32,2.0,2515.0,5485.0
4908,44640,44331.0,309.0,99.31,2.0,981.0,3544.0
9001,44640,44326.0,314.0,99.3,2.0,1848.0,4052.0
9409,44640,44324.0,316.0,99.29,2.0,568.0,4035.0
4911,44640,41673.0,2967.0,93.35,2.0,1226.0,2921.0
75202,44640,37094.0,7546.0,83.1,1.0,0.0,4328.0
9413,44640,33255.0,11385.0,74.5,2.0,10.0,4418.0
9502,44640,33007.0,11633.0,73.94,2.0,981.0,4096.0
4407,44640,31900.0,12740.0,71.46,1.0,0.0,2193.0
4921,44640,31871.0,12769.0,71.4,1.0,0.0,2191.0
4919,44640,31159.0,13481.0,69.8,2.0,777.0,1910.0
75217,44640,30894.0,13746.0,69.21,2.0,966.0,3186.0
75229,44640,29801.0,14839.0,66.76,1.0,0.0,3477.0
9408,44640,27284.0,17356.0,61.12,1.0,0.0,2899.0
9411,44640,27284.0,17356.0,61.12,1.0,0.0,2899.0
4802,44640,27284.0,17356.0,61.12,1.0,0.0,2899.0
4406,44640,27284.0,17356.0,61.12,1.0,0.0,2899.0
75207,44640,25880.0,18760.0,57.97,1.0,0.0,2588.0
9802,44640,25280.0,19360.0,56.63,1.0,0.0,3160.0
14806,44640,25280.0,19360.0,56.63,1.0,0.0,3160.0
9804,44640,25280.0,19360.0,56.63,1.0,0.0,3160.0
24824,44640,25211.0,19429.0,56.48,1.0,0.0,2942.0
4416,44640,24552.0,20088.0,55.0,1.0,0.0,1586.0
4414,44640,23776.0,20864.0,53.26,2.0,537.0,1430.0
9202,44640,23730.0,20910.0,53.16,1.0,0.0,1582.0
8701,44640,23730.0,20910.0,53.16,1.0,0.0,1582.0
8603,44640,23730.0,20910.0,53.16,1.0,0.0,1582.0
8702,44640,22755.0,21885.0,50.97,1.0,1517.0,3034.0
24818,44640,22352.0,22288.0,50.07,1.0,0.0,2794.0
24808,44640,22352.0,22288.0,50.07,1.0,0.0,2794.0
75205,44640,21276.0,23364.0,47.66,1.0,0.0,2349.0
54803,44640,21040.0,23600.0,47.13,1.0,0.0,2630.0
54804,44640,21040.0,23600.0,47.13,1.0,0.0,2630.0
75230,44640,21040.0,23600.0,47.13,1.0,0.0,2630.0
54802,44640,18464.0,26176.0,41.36,1.0,0.0,2308.0
9503,44640,18292.0,26348.0,40.98,1.0,0.0,2135.0
4415,44640,18292.0,26348.0,40.98,1.0,0.0,2134.0
4409,44640,18292.0,26348.0,40.98,1.0,0.0,2134.0
4404,44640,18292.0,26348.0,40.98,1.0,0.0,2134.0
4401,44640,18258.0,26382.0,40.9,1.0,0.0,2130.0
75223,44640,18160.0,26480.0,40.68,1.0,0.0,1816.0
75222,44640,18160.0,26480.0,40.68,1.0,0.0,1816.0
75216,44640,18160.0,26480.0,40.68,1.0,0.0,1816.0
75212,44640,18160.0,26480.0,40.68,1.0,0.0,1816.0
15209,44640,18054.0,26586.0,40.44,1.0,0.0,2107.0
75227,44640,17584.0,27056.0,39.39,3.0,48.0,1319.0
9404,44640,17360.0,27280.0,38.89,1.0,0.0,1121.0
24806,44640,17152.0,27488.0,38.42,1.0,0.0,2144.0
54801,44640,17152.0,27488.0,38.42,1.0,0.0,2144.0
8604,44640,16501.0,28139.0,36.96,2.0,523.0,1402.0
