SKUCode,Quantity,Priority
1225119015010QSTL0,1491,2.0023770325757644
1225121715115SSTL0,4970,2.0080708689553224
1225121716010SXC10,376,4.0027959361545085
1225121Z14112LSTL0,1553,2.0025071949622872
1225170015010LSTL0,1046,4.009167960591903
1225170015012LSTL0,7094,4.078871642589944
1225219015008SLTB0,258,3.0004291557739347
1225219015010QSTL0,1030,2.0040091794242345
1225220Z16008RXC10,20,3.0000275131992646
1225221715115SSTL0,7440,4.023683107682023
1225222615008RXC10,92,3.0001280303035975
1225222716121MXC11,1074,2.0015017796274632
1225223516121PSKP0,5491,4.021375037406819
1325114812074TUHL0,5101,2.0283621364109923
1325119015008SRBT0,4199,2.0113503461214655
1325119815106QBRQ0,650,4.011821348565372
1325121715100SBRT0,655,2.0085120124941955
1325121715100SRBT0,4206,2.0069613158484048
1325121715100SRXT0,2444,2.0068954018645377
1325123715105SBRT0,6704,2.01142982800445
1325123715105SRXT0,389,2.0012236359511735
1325213615099MSXT0,333,4.008926854107322
1325214613071TTMX0,23,2.0041167031992573
1325214812074TUHL0,18554,2.0351793898372623
1325214813075STMX0,1093,2.0055950970681713
1325214813075SUNE1,2216,4.076458013340683
1325215613075TUHL0,2292,2.01291597235131
1325215813079STMX0,4569,3.021286701643309
1325215813079SUHL0,5238,2.0163565437221354
1325216513077TUHL0,2127,2.0043234006887647
1325216514079TTMX0,1581,3.0075578818564437
1325216614081STMX0,7368,2.025182960711122
1325216814085STMX0,8981,2.0274588570447607
1325216814085SUTR0,4199,2.007074407779821
1325216814085TURL0,2239,3.0094373252748725
1325216814085TURS0,3,2.000425487461152
1325217514082HURP0,427,2.000597922671587
1325217514082TUTR0,3344,2.006817751269349
1325217614084HURL1,918,2.0019571091960597
1325218515088HTMX0,1667,3.031926253728012
1325218515088HURP0,10,2.0006539018765235
1325218515088TURL0,502,2.003006019420114
1325218515088TURS0,291,2.000407143773412
1325218614088HURL0,268,3.00478888503263
1325219316087VURL0,3939,2.011264569107191
1325219316087VURP0,18,2.0008774971379784
1325219316087VUTR0,5633,2.010085240356906
1325219416089HRHE0,4321,4.024217682057079
1325220316091VURL1,203,2.0027475602971316
1325220416092VURL0,556,2.00077848777176
1325220515094VUTR0,2807,2.008534910734942
1325220516095HUTR0,6482,2.0110846148211303
1325221317098VUX10,4,2.000005470932528
1325221416095VURS0,300,2.000419722074696
1325221417100HURL1,6687,2.0253210176620335
1325221417100HURS0,295,2.0004128814303352
1325221715100SRHT0,4892,2.028658646608479
1325221715100SRXT0,1178,2.0056174720012745
1325223517104HRHT0,1773,3.010949287449822
1325223616105HRHT0,2211,2.0040205927406833
1325223715105SRXT0,802,2.004539110657832
1325223916120QRAB0,835,3.001607200231301
1325226517112HRHT0,1959,3.004422693011223
1425118916008QRBT0,777,2.0123175649865086
1D25212812074FXC10,7781,4.03291929537957
1D25212812086FXPC0,13594,4.039142405888011
1D25213812090FXPC0,11894,4.042841333396347
1D25214012006QXC10,132,2.0007026317975347
1D25215Z13008QXPC0,4428,4.015487567769747
1325217613082TUNE0,8601,2.00137517932327
1325119815106QBRQ0,1414,2.00371179323278
1325217514082HURL2,5982,5.0
