Date,Machine,SKUCode,StartTime,EndTime,Qty,factor,Actual_Qty
2026-05-20,4905,1325123715105SBRT0,2026-05-20 07:00:00,2026-05-20 15:00:00,44,-0.016357465834038545,43
2026-05-20,4905,1325123715105SBRT0,2026-05-20 15:00:00,2026-05-20 17:30:00,16,-0.016357465834038545,16
2026-05-20,4905,1225121715115SSTL0,2026-05-20 22:30:00,2026-05-20 23:00:00,2,-0.027444902832394324,2
2026-05-20,4905,1225121715115SSTL0,2026-05-20 23:00:00,2026-05-21 07:00:00,32,-0.027444902832394324,31
2026-05-20,8702,1325217613082TUNE0,2026-05-20 07:00:00,2026-05-20 15:00:00,64,0.004203513082813585,64
2026-05-20,8702,1325217613082TUNE0,2026-05-20 15:00:00,2026-05-20 23:00:00,64,0.004203513082813585,64
2026-05-20,8702,1325217613082TUNE0,2026-05-20 23:00:00,2026-05-21 07:00:00,64,0.004203513082813585,64
2026-05-20,14801,1325217514082HURL2,2026-05-20 07:00:00,2026-05-20 15:00:00,64,0.008742170636402714,65
2026-05-20,14801,1325217514082HURL2,2026-05-20 15:00:00,2026-05-20 23:00:00,64,0.008742170636402714,65
2026-05-20,14801,1325217514082HURL2,2026-05-20 23:00:00,2026-05-21 07:00:00,64,0.008742170636402714,65
2026-05-20,14802,1325216814085TURL0,2026-05-20 07:00:00,2026-05-20 15:00:00,64,0.005825758497652681,64
2026-05-20,14802,1325216814085TURL0,2026-05-20 15:00:00,2026-05-20 23:00:00,64,0.005825758497652681,64
2026-05-20,14802,1325216814085TURL0,2026-05-20 23:00:00,2026-05-21 07:00:00,64,0.005825758497652681,64
2026-05-20,14803,1325215813079STMX0,2026-05-20 07:00:00,2026-05-20 15:00:00,60,-0.021301232824246976,59
2026-05-20,14803,1325215813079STMX0,2026-05-20 15:00:00,2026-05-20 23:00:00,60,-0.021301232824246976,59
2026-05-20,14803,1325215813079STMX0,2026-05-20 23:00:00,2026-05-21 07:00:00,60,-0.021301232824246976,59
2026-05-20,14804,1325218515088TURL0,2026-05-20 07:00:00,2026-05-20 15:00:00,60,0.019902666050834114,61
2026-05-20,14804,1325218515088TURL0,2026-05-20 15:00:00,2026-05-20 23:00:00,60,0.019902666050834114,61
2026-05-20,14804,1325218515088TURL0,2026-05-20 23:00:00,2026-05-21 07:00:00,60,0.019902666050834114,61
2026-05-20,14805,1325221715100SRHT0,2026-05-20 07:00:00,2026-05-20 15:00:00,53,-0.03105574934103977,51
2026-05-20,14805,1325221715100SRHT0,2026-05-20 15:00:00,2026-05-20 23:00:00,53,-0.03105574934103977,51
2026-05-20,14805,1325221715100SRHT0,2026-05-20 23:00:00,2026-05-21 07:00:00,53,-0.03105574934103977,51
2026-05-20,14806,1325216814085STMX0,2026-05-20 07:00:00,2026-05-20 15:00:00,60,-0.04947450770400001,57
2026-05-20,14806,1325216814085STMX0,2026-05-20 15:00:00,2026-05-20 23:00:00,60,-0.04947450770400001,57
2026-05-20,14806,1325216814085STMX0,2026-05-20 23:00:00,2026-05-21 07:00:00,60,-0.04947450770400001,57
2026-05-20,14807,1325219416089HRHE0,2026-05-20 07:00:00,2026-05-20 15:00:00,60,-0.006623203182109698,60
2026-05-20,14807,1325219416089HRHE0,2026-05-20 15:00:00,2026-05-20 23:00:00,60,-0.006623203182109698,60
2026-05-20,14807,1325219416089HRHE0,2026-05-20 23:00:00,2026-05-21 07:00:00,60,-0.006623203182109698,60
2026-05-20,14808,1225223516121PSKP0,2026-05-20 07:00:00,2026-05-20 15:00:00,36,0.013887028467887528,36
2026-05-20,14808,1225223516121PSKP0,2026-05-20 15:00:00,2026-05-20 23:00:00,36,0.013887028467887528,36
2026-05-20,14808,1225223516121PSKP0,2026-05-20 23:00:00,2026-05-21 07:00:00,36,0.013887028467887528,36
