Machine,Available_Mins,Used_Mins,Idle_Mins,Utilization_Pct,SKUs_Count,Total_Cycles,Total_Units
4610,43200,43200.0,0.0,100.0,1,0.0,4320
5201,43200,43200.0,0.0,100.0,1,0.0,4320
4511,43200,43196.0,4.0,99.99,2,1527.0,4873
4841,43200,43190.0,10.0,99.98,2,1410.0,4870
4514,43200,43192.0,8.0,99.98,2,1572.0,4727
4504,43200,43189.0,11.0,99.97,2,1607.0,5033
4507,43200,43187.0,13.0,99.97,1,1.0,4588
3614,43200,43184.0,16.0,99.96,2,2164.0,4517
3610,43200,43184.0,16.0,99.96,2,2164.0,4517
4506,43200,42820.0,380.0,99.12,3,1541.0,4631
4804,43200,42475.0,725.0,98.32,4,1692.0,3895
4844,43200,42436.0,764.0,98.23,2,1377.0,4337
4505,43200,41559.0,1641.0,96.2,6,846.0,4626
4512,43200,39871.0,3329.0,92.29,2,999.0,3581
4843,43200,35514.0,7686.0,82.21,1,0.0,3921
4827,43200,35514.0,7686.0,82.21,1,0.0,3921
4819,43200,35514.0,7686.0,82.21,1,0.0,3922
4508,43200,30635.0,12565.0,70.91,2,227.0,3500
4833,43200,29982.0,13218.0,69.4,1,0.0,3185
4803,43200,29426.0,13774.0,68.12,2,1531.0,3661
4847,43200,29146.0,14054.0,67.47,1,0.0,3096
4853,43200,29146.0,14054.0,67.47,1,0.0,3097
4834,43200,29146.0,14054.0,67.47,1,0.0,3097
4838,43200,29146.0,14054.0,67.47,1,0.0,3097
4510,43200,26400.0,16800.0,61.11,2,719.0,3021
3615,43200,25055.0,18145.0,58.0,3,1168.0,2525
4829,43200,24950.0,18250.0,57.75,2,570.0,3190
4812,43200,24035.0,19165.0,55.64,1,0.0,2103
4813,43200,24035.0,19165.0,55.64,1,0.0,2103
4846,43200,24012.0,19188.0,55.58,1,0.0,2101
4830,43200,23100.0,20100.0,53.47,1,0.0,2310
4802,43200,23100.0,20100.0,53.47,1,0.0,2310
4851,43200,23080.0,20120.0,53.43,1,0.0,2308
4608,43200,19830.0,23370.0,45.9,1,0.0,2644
4605,43200,19830.0,23370.0,45.9,1,0.0,2644
4817,43200,19815.0,23385.0,45.87,1,0.0,2642
4842,43200,16400.0,26800.0,37.96,1,0.0,2050
4816,43200,16400.0,26800.0,37.96,1,0.0,2050
4839,43200,16400.0,26800.0,37.96,1,0.0,2050
4809,43200,16400.0,26800.0,37.96,1,0.0,2050
4848,43200,16368.0,26832.0,37.89,1,0.0,2046
4502,43200,15831.0,27369.0,36.65,2,127.0,2073
4606,43200,15707.0,27493.0,36.36,2,593.0,1375
4603,43200,14915.0,28285.0,34.53,2,1.0,1585
4501,43200,14912.0,28288.0,34.52,2,1.0,1585
4831,43200,14896.0,28304.0,34.48,1,0.0,1583
4825,43200,14896.0,28304.0,34.48,1,0.0,1582
4824,43200,14896.0,28304.0,34.48,1,0.0,1582
4823,43200,14896.0,28304.0,34.48,1,0.0,1583
4821,43200,14896.0,28304.0,34.48,1,0.0,1583
4835,43200,14896.0,28304.0,34.48,1,0.0,1583
4818,43200,14896.0,28304.0,34.48,1,0.0,1583
4836,43200,14896.0,28304.0,34.48,1,0.0,1583
4814,43200,14896.0,28304.0,34.48,1,0.0,1583
4845,43200,14896.0,28304.0,34.48,1,0.0,1583
4852,43200,14896.0,28304.0,34.48,1,0.0,1583
4602,43200,14896.0,28304.0,34.48,1,0.0,1583
4832,43200,14610.0,28590.0,33.82,1,0.0,1948
4822,43200,14610.0,28590.0,33.82,1,0.0,1948
5202,43200,14610.0,28590.0,33.82,1,0.0,1948
4840,43200,14610.0,28590.0,33.82,1,0.0,1948
4810,43200,13095.0,30105.0,30.31,1,0.0,1746
4503,43200,12832.0,30368.0,29.7,2,11.0,1841
5203,43200,12795.0,30405.0,29.62,1,0.0,1706
4828,43200,12795.0,30405.0,29.62,1,0.0,1706
4826,43200,12795.0,30405.0,29.62,1,0.0,1706
4515,43200,12656.0,30544.0,29.3,1,0.0,1819
4513,43200,12656.0,30544.0,29.3,1,0.0,1819
4509,43200,12656.0,30544.0,29.3,1,0.0,1819
6009,43200,12628.0,30572.0,29.23,1,0.0,895
4811,43200,7992.0,35208.0,18.5,1,0.0,599
4805,43200,7992.0,35208.0,18.5,1,0.0,599
4801,43200,7992.0,35208.0,18.5,1,0.0,599
4849,43200,7938.0,35262.0,18.38,1,0.0,595
4815,43200,7431.0,35769.0,17.2,2,18.0,986
4837,43200,7125.0,36075.0,16.49,1,0.0,950
4808,43200,7125.0,36075.0,16.49,1,0.0,950
4807,43200,7125.0,36075.0,16.49,1,0.0,950
4850,43200,7095.0,36105.0,16.42,1,0.0,946
4604,43200,4689.0,38511.0,10.85,2,252.0,522
3611,43200,2125.0,41075.0,4.92,2,3.0,195
3609,43200,2089.0,41111.0,4.84,2,1.0,191
3613,43200,2088.0,41112.0,4.83,2,1.0,191
3612,43200,2086.0,41114.0,4.83,2,1.0,191
3616,43200,2082.0,41118.0,4.82,2,1.0,191
4609,43200,2068.0,41132.0,4.79,1,0.0,189
4607,43200,2068.0,41132.0,4.79,1,0.0,189
4601,43200,675.0,42525.0,1.56,1,0.0,90
4806,43200,675.0,42525.0,1.56,1,0.0,90
4820,43200,660.0,42540.0,1.53,1,0.0,88
