SKUCode,Quantity,Priority
1325223317103YLEV0,630,2.0014207497298107
1325223418103VETR0,342,2.001124159215128
1325224716111SELS0,10675,1.0350510174288767
1D25218014010RXPCT,876,1.028934330010159
1325215813079TUNE5,1140,1.0263552206330473
1325221715100SRAT0,5910,1.015762623670578
1D25114012008QXPC0,173,1.0091779218378305
1325223616105TRAT0,3468,1.0079950487362364
1325218514086HUTR0,2700,1.0072887979612353
1325214812074TTMX0,17,1.0060226655096245
1325223517104TRXT0,1502,1.0035640772571208
1325214813075SUHL0,1097,1.0032715219435229
1325221516098HRHT0,1414,1.003191275810522
1325221416095VRHE1,1411,1.0031823777409845
1325223616109SELZ0,984,1.0026887593958345
1325221416095VURP0,1170,1.0026407547568137
1325226517112HRHT1,330,1.0007440354589068
1325224716120NRMT0,173,1.0003892849725706
1325231015109QRMT0,710,1.0043075954554537
1325223418103HRHP0,2027,1.004574291595174
1325225518111HRAT0,9,2.003932548778947
1325221317094VURL0,1583,1.0035715574968864
