Date,Shift,Machine,SKUCode,StartTime,EndTime,Qty,CycleTime_min,GT_Inventory,Remarks
2026-04-30,B,3609,CHANGEOVER,2026-04-30 19:40:00,2026-05-01 01:40:00,0,0.0,0,C/O from 1D25215013008SXC1T to 1325223317103YLEV0
2026-05-01,C,3609,1325223317103YLEV0,2026-05-01 01:40:00,2026-05-01 07:00:00,30,21.0,0,LP Scheduled
2026-05-01,A,3609,1325223317103YLEV0,2026-05-01 07:00:00,2026-05-01 15:00:00,44,21.0,0,LP Scheduled
2026-05-01,B,3609,1325223317103YLEV0,2026-05-01 15:00:00,2026-05-01 23:00:00,44,21.0,0,LP Scheduled
2026-05-01,C,3609,1325223317103YLEV0,2026-05-01 23:00:00,2026-05-02 07:00:00,44,21.0,0,LP Scheduled
2026-05-02,A,3609,1325223317103YLEV0,2026-05-02 07:00:00,2026-05-02 15:00:00,44,21.0,0,LP Scheduled
2026-05-02,B,3609,1325223317103YLEV0,2026-05-02 15:00:00,2026-05-02 23:00:00,44,21.0,0,LP Scheduled
2026-05-02,C,3609,1325223317103YLEV0,2026-05-02 23:00:00,2026-05-03 07:00:00,44,21.0,0,LP Scheduled
2026-05-03,A,3609,1325223317103YLEV0,2026-05-03 07:00:00,2026-05-03 15:00:00,44,21.0,0,LP Scheduled
2026-05-03,B,3609,1325223317103YLEV0,2026-05-03 15:00:00,2026-05-03 23:00:00,44,21.0,0,LP Scheduled
2026-05-03,C,3609,1325223317103YLEV0,2026-05-03 23:00:00,2026-05-04 07:00:00,44,21.0,0,LP Scheduled
2026-05-04,A,3609,1325223317103YLEV0,2026-05-04 07:00:00,2026-05-04 15:00:00,44,21.0,0,LP Scheduled
2026-05-04,B,3609,1325223317103YLEV0,2026-05-04 15:00:00,2026-05-04 23:00:00,44,21.0,0,LP Scheduled
2026-05-04,C,3609,1325223317103YLEV0,2026-05-04 23:00:00,2026-05-05 07:00:00,44,21.0,0,LP Scheduled
2026-05-05,A,3609,1325223317103YLEV0,2026-05-05 07:00:00,2026-05-05 15:00:00,44,21.0,0,LP Scheduled
2026-05-05,B,3609,1325223317103YLEV0,2026-05-05 15:00:00,2026-05-05 15:55:00,28,21.0,0,LP Scheduled
2026-04-30,A,4501,CHANGEOVER,2026-04-30 11:45:00,2026-04-30 17:45:00,0,0.0,0,C/O from 1D25215013008SXC10 to 1325223616105TRAT0
2026-04-30,B,4501,1325223616105TRAT0,2026-04-30 17:45:00,2026-04-30 23:00:00,30,20.0,0,LP Scheduled
2026-04-30,C,4501,1325223616105TRAT0,2026-04-30 23:00:00,2026-05-01 07:00:00,48,20.0,0,LP Scheduled
2026-05-01,A,4501,1325223616105TRAT0,2026-05-01 07:00:00,2026-05-01 15:00:00,48,20.0,0,LP Scheduled
2026-05-01,B,4501,1325223616105TRAT0,2026-05-01 15:00:00,2026-05-01 23:00:00,48,20.0,0,LP Scheduled
2026-05-01,C,4501,1325223616105TRAT0,2026-05-01 23:00:00,2026-05-02 07:00:00,48,20.0,0,LP Scheduled
2026-05-02,A,4501,1325223616105TRAT0,2026-05-02 07:00:00,2026-05-02 15:00:00,48,20.0,0,LP Scheduled
2026-05-02,B,4501,1325223616105TRAT0,2026-05-02 15:00:00,2026-05-02 23:00:00,48,20.0,0,LP Scheduled
2026-05-02,C,4501,1325223616105TRAT0,2026-05-02 23:00:00,2026-05-03 07:00:00,48,20.0,0,LP Scheduled
2026-05-03,A,4501,1325223616105TRAT0,2026-05-03 07:00:00,2026-05-03 15:00:00,48,20.0,0,LP Scheduled
2026-05-03,B,4501,1325223616105TRAT0,2026-05-03 15:00:00,2026-05-03 23:00:00,48,20.0,0,LP Scheduled
2026-05-03,C,4501,1325223616105TRAT0,2026-05-03 23:00:00,2026-05-04 07:00:00,48,20.0,0,LP Scheduled
2026-05-04,A,4501,1325223616105TRAT0,2026-05-04 07:00:00,2026-05-04 15:00:00,48,20.0,0,LP Scheduled
2026-05-04,B,4501,1325223616105TRAT0,2026-05-04 15:00:00,2026-05-04 23:00:00,48,20.0,0,LP Scheduled
2026-05-04,C,4501,1325223616105TRAT0,2026-05-04 23:00:00,2026-05-05 07:00:00,48,20.0,0,LP Scheduled
2026-05-05,A,4501,1325223616105TRAT0,2026-05-05 07:00:00,2026-05-05 15:00:00,48,20.0,0,LP Scheduled
2026-05-05,B,4501,1325223616105TRAT0,2026-05-05 15:00:00,2026-05-05 23:00:00,48,20.0,0,LP Scheduled
2026-05-05,C,4501,1325223616105TRAT0,2026-05-05 23:00:00,2026-05-06 07:00:00,48,20.0,0,LP Scheduled
