Date,Machine,SKUCode,StartTime,EndTime,Qty,factor,Actual_Qty
2026-04-16,3609,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3609,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3609,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3610,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3610,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3610,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3611,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3611,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3611,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3612,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3612,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3612,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3613,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3613,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3613,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3614,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3614,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3614,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3615,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3615,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3615,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,3616,1D25214012008QXPCT,2026-04-16 07:00:00,2026-04-16 15:00:00,44,-0.015549274909719961,43
2026-04-16,3616,1D25214012008QXPCT,2026-04-16 15:00:00,2026-04-16 23:00:00,44,-0.015549274909719961,43
2026-04-16,3616,1D25214012008QXPCT,2026-04-16 23:00:00,2026-04-17 07:00:00,44,-0.015549274909719961,43
2026-04-16,4501,1D25215013008SXC10,2026-04-16 07:00:00,2026-04-16 15:00:00,51,-0.008028459093417139,51
2026-04-16,4501,1D25215013008SXC10,2026-04-16 15:00:00,2026-04-16 23:00:00,51,-0.008028459093417139,51
2026-04-16,4501,1D25215013008SXC10,2026-04-16 23:00:00,2026-04-17 07:00:00,51,-0.008028459093417139,51
2026-04-16,4502,1325215813079TUNE3,2026-04-16 07:00:00,2026-04-16 15:00:00,69,-0.0322631652312569,67
2026-04-16,4502,1325215813079TUNE3,2026-04-16 15:00:00,2026-04-16 23:00:00,69,-0.0322631652312569,67
2026-04-16,4502,1325215813079TUNE3,2026-04-16 23:00:00,2026-04-17 07:00:00,69,-0.0322631652312569,67
2026-04-16,4503,1325215813079TUNE3,2026-04-16 07:00:00,2026-04-16 15:00:00,69,-0.0322631652312569,67
2026-04-16,4503,1325215813079TUNE3,2026-04-16 15:00:00,2026-04-16 23:00:00,69,-0.0322631652312569,67
2026-04-16,4503,1325215813079TUNE3,2026-04-16 23:00:00,2026-04-17 07:00:00,69,-0.0322631652312569,67
2026-04-16,4504,1325215813079TUNE3,2026-04-16 07:00:00,2026-04-16 15:00:00,69,-0.0322631652312569,67
2026-04-16,4504,1325215813079TUNE3,2026-04-16 15:00:00,2026-04-16 23:00:00,69,-0.0322631652312569,67
2026-04-16,4504,1325215813079TUNE3,2026-04-16 23:00:00,2026-04-17 07:00:00,69,-0.0322631652312569,67
2026-04-16,4505,1325215813079TUNE5,2026-04-16 07:00:00,2026-04-16 15:00:00,56,-0.008694687324918356,56
2026-04-16,4505,1325215813079TUNE5,2026-04-16 15:00:00,2026-04-16 23:00:00,56,-0.008694687324918356,56
2026-04-16,4505,1325215813079TUNE5,2026-04-16 23:00:00,2026-04-17 07:00:00,56,-0.008694687324918356,56
2026-04-16,4506,1D25215013008SXC10,2026-04-16 07:00:00,2026-04-16 15:00:00,51,-0.008028459093417139,51
2026-04-16,4506,1D25215013008SXC10,2026-04-16 15:00:00,2026-04-16 23:00:00,51,-0.008028459093417139,51
2026-04-16,4506,1D25215013008SXC10,2026-04-16 23:00:00,2026-04-17 07:00:00,51,-0.008028459093417139,51
2026-04-16,4507,1325221318095HURL0,2026-04-16 07:00:00,2026-04-16 15:00:00,51,-0.00992986401763052,50
2026-04-16,4507,1325221318095HURL0,2026-04-16 15:00:00,2026-04-16 23:00:00,51,-0.00992986401763052,50
2026-04-16,4507,1325221318095HURL0,2026-04-16 23:00:00,2026-04-17 07:00:00,51,-0.00992986401763052,50
2026-04-16,4508,1325215813079TUNE5,2026-04-16 07:00:00,2026-04-16 15:00:00,56,-0.008694687324918356,56
2026-04-16,4508,1325215813079TUNE5,2026-04-16 15:00:00,2026-04-16 23:00:00,56,-0.008694687324918356,56
2026-04-16,4508,1325215813079TUNE5,2026-04-16 23:00:00,2026-04-17 07:00:00,56,-0.008694687324918356,56
2026-04-16,4509,1325215813079TUNE3,2026-04-16 07:00:00,2026-04-16 15:00:00,69,-0.0322631652312569,67
2026-04-16,4509,1325215813079TUNE3,2026-04-16 15:00:00,2026-04-16 23:00:00,69,-0.0322631652312569,67
2026-04-16,4509,1325215813079TUNE3,2026-04-16 23:00:00,2026-04-17 07:00:00,69,-0.0322631652312569,67
2026-04-16,4510,1D25215013008SXC10,2026-04-16 07:00:00,2026-04-16 15:00:00,51,-0.008028459093417139,51
2026-04-16,4510,1D25215013008SXC10,2026-04-16 15:00:00,2026-04-16 23:00:00,51,-0.008028459093417139,51
2026-04-16,4510,1D25215013008SXC10,2026-04-16 23:00:00,2026-04-17 07:00:00,51,-0.008028459093417139,51
2026-04-16,4511,1325215813079TUNE3,2026-04-16 07:00:00,2026-04-16 15:00:00,69,-0.0322631652312569,67
