SKUCode,Priority,Demand,GT_Inventory,Planned_Units,Gap,Fulfillment_Pct,Status,CycleTime_min,Eligible_Machines,Presses_Needed,Skip_Reason
1325217514082HURL2,5.0,4047,0,4048,0,100.0,FULLY MET,15,82,0.68,
1325218515088HURL1,5.0,8838,0,8772,66,99.3,PARTIAL,17,112,1.68,
1225170015012LSTL0,4.075948904830156,1780,395,1780,0,100.0,FULLY MET,31,71,0.62,
1D25213812090FXPC0,4.040789909788519,9358,255,9280,78,99.2,PARTIAL,17,43,1.78,
1D25212812086FXPC0,4.038906121462909,12763,332,12887,0,101.0,FULLY MET,19,37,2.72,
1D25212812074FXC10,4.0317291273066225,6038,331,6003,35,99.4,PARTIAL,18,43,1.22,
1325219416089HRHE0,4.023640092586509,2989,0,2990,0,100.0,FULLY MET,16,82,0.54,
1225221715115SSTL0,4.022485511521031,6123,158,6128,0,100.1,FULLY MET,30,71,2.06,
1225223516121PSKP0,4.021329671845328,4729,153,4794,0,101.4,FULLY MET,27,56,1.43,
1D25215Z13008QXPC0,4.014757925207688,3084,0,3088,0,100.1,FULLY MET,20,119,0.69,
1225170015010LSTL0,4.008774991494915,387,113,390,0,100.8,FULLY MET,31,71,0.13,
1225121716010SXC10,4.0027190646451976,5,0,6,0,120.0,FULLY MET,15,56,0.0,
1325218515088HTMX0,3.030985317587376,7,136,8,0,114.3,FULLY MET,16,82,0.0,
1325215813079STMX0,3.020572316747183,3458,15,3460,0,100.1,FULLY MET,16,129,0.62,
1325221416095VURL0,3.0204633455437344,56,51,56,0,100.0,FULLY MET,16,108,0.01,
1325223517104HRHT0,3.01047173433467,1069,38,1080,0,101.0,FULLY MET,19,82,0.23,
1325216814085TURL0,3.009278977640785,1588,0,1588,0,100.0,FULLY MET,15,119,0.27,
1325216514079TTMX0,3.0071644018664796,806,0,802,4,99.5,PARTIAL,17,82,0.15,
1325218614088HURL0,3.004739142378797,8,0,8,0,100.0,FULLY MET,17,125,0.0,
1325226517112HRHT0,3.004399526389398,1546,0,1536,10,99.4,PARTIAL,17,43,0.29,
1325223916120QRAB0,3.0015439236029446,640,0,641,0,100.2,FULLY MET,31,43,0.22,
1225219015008SLTB0,3.0004211820118303,261,0,262,0,100.4,FULLY MET,27,71,0.08,
1225175016012NJTL0,3.000224617920324,2,0,2,0,100.0,FULLY MET,43,43,0.0,
1225222615008RXC10,3.0001252392871005,92,0,92,0,100.0,FULLY MET,27,82,0.03,
1325214812074TUHL0,2.033471348076857,17189,0,17190,0,100.0,FULLY MET,15,43,2.89,
1325221715100SRHT0,2.028255504118208,3637,96,3618,19,99.5,PARTIAL,18,82,0.73,
1325114812074TUHL0,2.0281480547157074,4030,148,4030,0,100.0,FULLY MET,15,43,0.68,
1325216814085STMX0,2.027313264143594,8435,256,8440,0,100.1,FULLY MET,16,132,1.51,
1325216614081STMX0,2.024360434941433,6251,147,6252,0,100.0,FULLY MET,16,86,1.12,
