Machine,Available_Mins,Used_Mins,Idle_Mins,Utilization_Pct,SKUs_Count,Total_Cycles,Total_Units
4817,43200,43020.0,180.0,99.58,1,0.0,4562
4807,43200,43020.0,180.0,99.58,1,0.0,5736
4803,43200,42833.0,367.0,99.15,2,1811.0,4254
4501,43200,42832.0,368.0,99.15,2,1279.0,4391
4835,43200,42832.0,368.0,99.15,2,1279.0,4391
4509,43200,42830.0,370.0,99.14,2,1566.0,5012
3612,43200,42828.0,372.0,99.14,2,2049.0,4267
3615,43200,42828.0,372.0,99.14,2,2049.0,4267
4507,43200,42826.0,374.0,99.13,2,1427.0,4523
4508,43200,42644.0,556.0,98.71,2,830.0,4700
3614,43200,42474.0,726.0,98.32,3,2257.0,4683
4503,43200,42469.0,731.0,98.31,3,1531.0,4942
4514,43200,41936.0,1264.0,97.07,4,1244.0,4320
3610,43200,38765.0,4435.0,89.73,2,1943.0,4055
4602,43200,34542.0,8658.0,79.96,2,887.0,3825
4801,43200,27441.0,15759.0,63.52,3,1116.0,2864
4843,43200,27144.0,16056.0,62.83,2,570.0,3193
4605,43200,26295.0,16905.0,60.87,2,1027.0,3506
4505,43200,26044.0,17156.0,60.29,1,0.0,3040
4609,43200,25563.0,17637.0,59.17,2,953.0,2065
4813,43200,23920.0,19280.0,55.37,1,0.0,2093
4812,43200,23920.0,19280.0,55.37,1,0.0,2093
4846,43200,23897.0,19303.0,55.32,1,0.0,2091
3613,43200,23884.0,19316.0,55.29,3,1573.0,3315
4504,43200,21428.0,21772.0,49.6,2,522.0,2924
4850,43200,19551.0,23649.0,45.26,1,0.0,2077
4608,43200,18794.0,24406.0,43.5,2,494.0,2440
4610,43200,18594.0,24606.0,43.04,1,0.0,2053
4819,43200,18594.0,24606.0,43.04,1,0.0,2053
4827,43200,18594.0,24606.0,43.04,1,0.0,2053
4831,43200,17252.0,25948.0,39.94,1,0.0,1833
4823,43200,17252.0,25948.0,39.94,1,0.0,1832
4814,43200,17252.0,25948.0,39.94,1,0.0,1833
4818,43200,17252.0,25948.0,39.94,1,0.0,1833
4512,43200,17252.0,25948.0,39.94,1,0.0,1832
4821,43200,17252.0,25948.0,39.94,1,0.0,1833
4844,43200,17252.0,25948.0,39.94,1,0.0,1833
4824,43200,17252.0,25948.0,39.94,1,0.0,1832
4506,43200,17252.0,25948.0,39.94,1,0.0,1833
4836,43200,17252.0,25948.0,39.94,1,0.0,1833
4845,43200,17252.0,25948.0,39.94,1,0.0,1833
4825,43200,17252.0,25948.0,39.94,1,0.0,1832
4510,43200,17252.0,25948.0,39.94,1,0.0,1832
4852,43200,17214.0,25986.0,39.85,1,0.0,1829
3609,43200,17016.0,26184.0,39.39,3,714.0,1597
4839,43200,16608.0,26592.0,38.44,1,0.0,2076
4829,43200,16608.0,26592.0,38.44,1,0.0,2076
4816,43200,16608.0,26592.0,38.44,1,0.0,2076
4809,43200,16608.0,26592.0,38.44,1,0.0,2076
4841,43200,16608.0,26592.0,38.44,1,0.0,2076
4842,43200,16608.0,26592.0,38.44,1,0.0,2076
4848,43200,16592.0,26608.0,38.41,1,0.0,2074
4838,43200,15713.0,27487.0,36.37,1,0.0,1669
4834,43200,15713.0,27487.0,36.37,1,0.0,1669
4853,43200,15713.0,27487.0,36.37,1,0.0,1669
4847,43200,15713.0,27487.0,36.37,1,0.0,1669
4603,43200,15694.0,27506.0,36.33,1,0.0,1667
5201,43200,15420.0,27780.0,35.69,2,23.0,1542
4802,43200,14960.0,28240.0,34.63,1,0.0,1496
4830,43200,14960.0,28240.0,34.63,1,0.0,1496
4851,43200,14960.0,28240.0,34.63,1,0.0,1496
4840,43200,14505.0,28695.0,33.58,1,0.0,1934
4822,43200,14505.0,28695.0,33.58,1,0.0,1934
4832,43200,14505.0,28695.0,33.58,1,0.0,1934
5202,43200,14475.0,28725.0,33.51,1,0.0,1930
4601,43200,14419.0,28781.0,33.38,2,593.0,1290
4837,43200,13425.0,29775.0,31.08,1,0.0,1063
4502,43200,13076.0,30124.0,30.27,1,0.0,1880
4513,43200,13076.0,30124.0,30.27,1,0.0,1880
4515,43200,13076.0,30124.0,30.27,1,0.0,1880
4511,43200,13076.0,30124.0,30.27,1,0.0,1880
4810,43200,13050.0,30150.0,30.21,1,0.0,1740
6009,43200,13048.0,30152.0,30.2,1,0.0,924
4828,43200,12675.0,30525.0,29.34,1,0.0,1690
5203,43200,12675.0,30525.0,29.34,1,0.0,1690
4826,43200,12675.0,30525.0,29.34,1,0.0,1690
4808,43200,10890.0,32310.0,25.21,1,0.0,1452
4833,43200,10875.0,32325.0,25.17,1,0.0,1450
4805,43200,8424.0,34776.0,19.5,1,0.0,632
4811,43200,8424.0,34776.0,19.5,1,0.0,632
4804,43200,8424.0,34776.0,19.5,1,0.0,632
4849,43200,8397.0,34803.0,19.44,1,0.0,630
3611,43200,4428.0,38772.0,10.25,3,129.0,427
3616,43200,4093.0,39107.0,9.47,6,131.0,431
4815,43200,3351.0,39849.0,7.76,2,18.0,442
4604,43200,3045.0,40155.0,7.05,1,0.0,406
4606,43200,2568.0,40632.0,5.94,2,40.0,249
4607,43200,2443.0,40757.0,5.66,2,35.0,239
4820,43200,780.0,42420.0,1.81,1,0.0,104
4806,43200,780.0,42420.0,1.81,1,0.0,104
