Machine,Available_Mins,Used_Mins,Idle_Mins,Utilization_Pct,SKUs_Count,Total_Cycles,Total_Units
4803,43200,43187.0,13.0,99.97,1.0,0.0,4588.0
4804,43200,43187.0,13.0,99.97,1.0,0.0,4588.0
4817,43200,43020.0,180.0,99.58,1.0,0.0,4571.0
3610,43200,42476.0,724.0,98.32,3.0,1840.0,4320.0
4502,43200,42109.0,1091.0,97.47,4.0,2526.0,5170.0
4512,43200,40031.0,3169.0,92.66,3.0,1800.0,4245.0
4607,43200,35329.0,7871.0,81.78,3.0,743.0,3565.0
3615,43200,27186.0,16014.0,62.93,2.0,1094.0,2828.0
4842,43200,20576.0,22624.0,47.63,2.0,792.0,2374.0
3614,43200,18828.0,24372.0,43.58,1.0,0.0,2079.0
4510,43200,17392.0,25808.0,40.26,2.0,707.0,2059.0
4511,43200,16606.0,26594.0,38.44,2.0,789.0,1696.0
4604,43200,15975.0,27225.0,36.98,1.0,0.0,1265.0
4843,43200,15291.0,27909.0,35.4,2.0,585.0,1890.0
4505,43200,14654.0,28546.0,33.92,1.0,0.0,1711.0
4508,43200,14637.0,28563.0,33.88,1.0,0.0,1708.0
4813,43200,13455.0,29745.0,31.15,1.0,0.0,1177.0
4812,43200,13455.0,29745.0,31.15,1.0,0.0,1177.0
4846,43200,13432.0,29768.0,31.09,1.0,0.0,1175.0
5203,43200,13175.0,30025.0,30.5,2.0,725.0,1660.0
4850,43200,8835.0,34365.0,20.45,1.0,0.0,939.0
4602,43200,6660.0,36540.0,15.42,2.0,9.0,738.0
4819,43200,6516.0,36684.0,15.08,1.0,0.0,720.0
4827,43200,6516.0,36684.0,15.08,1.0,0.0,720.0
4610,43200,6516.0,36684.0,15.08,1.0,0.0,720.0
3609,43200,6400.0,36800.0,14.81,1.0,0.0,640.0
4601,43200,6400.0,36800.0,14.81,1.0,0.0,640.0
3612,43200,6400.0,36800.0,14.81,1.0,0.0,640.0
3611,43200,6400.0,36800.0,14.81,1.0,0.0,640.0
3616,43200,6400.0,36800.0,14.81,1.0,0.0,640.0
3613,43200,6400.0,36800.0,14.81,1.0,0.0,640.0
4606,43200,6380.0,36820.0,14.77,1.0,0.0,638.0
4501,43200,6353.0,36847.0,14.71,2.0,13.0,672.0
4841,43200,6320.0,36880.0,14.63,1.0,0.0,790.0
4829,43200,6320.0,36880.0,14.63,1.0,0.0,790.0
4809,43200,6320.0,36880.0,14.63,1.0,0.0,790.0
4816,43200,6320.0,36880.0,14.63,1.0,0.0,790.0
4839,43200,6320.0,36880.0,14.63,1.0,0.0,790.0
4848,43200,6288.0,36912.0,14.56,1.0,0.0,786.0
4506,43200,6080.0,37120.0,14.07,1.0,0.0,645.0
4845,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4831,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4825,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4835,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4824,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4823,43200,6080.0,37120.0,14.07,1.0,0.0,645.0
4836,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4821,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4844,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4818,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4814,43200,6080.0,37120.0,14.07,1.0,0.0,646.0
4514,43200,6080.0,37120.0,14.07,1.0,0.0,645.0
4852,43200,5985.0,37215.0,13.85,1.0,0.0,636.0
4807,43200,5340.0,37860.0,12.36,2.0,23.0,712.0
4820,43200,4995.0,38205.0,11.56,1.0,0.0,666.0
4609,43200,4995.0,38205.0,11.56,1.0,0.0,666.0
4806,43200,4995.0,38205.0,11.56,1.0,0.0,666.0
4801,43200,4864.0,38336.0,11.26,1.0,0.0,517.0
